romaji,kanji,meaning
tasukeru,助ける,to save help
makeru,負ける,to lose
sansei,賛成,agree agreement
shippai,失敗,failure
tetsuya,徹夜,staying up all night
hantai,反対,disagree disagreement
zettai,絶対,definitely absolutely
nandomo,何度も,over and over again
kata,方(kata),person
omoide,思い出,memory memories
kaigairyokou,海外旅行,international trip
karada,体,body
kutsushita,靴下,socks sock
sutokkingu,ストッキング,stocking stockings
kokusaidenwa,国際電話,international call
shakai,社会,society public
jugyouryou,授業料,tuition
shougakkou,小学校,elementary school
senkyo,選挙,election
basho,場所,place location
bessou,別荘,vacation house
bonodori,盆踊り,bon festival dance
mensetsu,面接,interview
yuushoku,夕食,dinner
risou,理想,ideal ideals
rusuban,留守番,house sitting
osewaninaru,お世話になる,to be taken care of
chigau,違う,different wrong
waruguchiwoiu,悪口を言う,to talk shit
ukeru,受ける,to receive
kaeru,換える,to change replace
kotaeru,答える,to answer
kotaeru,応える,to meet demands
hanareru,離れる,to leave part
gaman,我慢,patience
doujou,同情,sympathy compassion
yuushou,優勝,victory championship
saigo,最後,final last
dai,第,number
chiri,地理,geography
shima,島,island
tairiku,大陸,continent
shimaguni,島国,island country
toshi,都市,town city
kokudo,国土,territory
hokkaidou,北海道,hokaido
honshuu,本州,honshu
shikoku,四国,shikoku
kyuushuu,九州,kyushu
ijou,以上,more than
zentai,全体,entire whole
shuto,首都,capital city
sonohoka,その他,the rest others
fujisan,富士山,mt fuji
sensou,戦争,war
osoroshii,恐ろしい,frightening scary
heiwa,平和,peace
nanboku,南北,north and south
kikou,気候,climate
hi,日(hi),day
sa,差,gap difference
sesshi,摂氏,celsius
sakura,桜,cherry blossom tree
hitobito,人々,people
hanami,花見,flower watching party
meisho,名所,famous place
mottomo,最も,most
shiro,城,castle
sekaiisan,世界遺産,world heritage
kabe,壁,wall
nokoru,残る,to remain
tatemono,建物,building
katachi,形,shape form
shirasagi,白鷺,white egret
hane,羽,wing wings
hirogeru,広げる,to spread expand
satsuei,撮影,film photograph
kazan,火山,volcano
mokuteki,目的,purpose objective
yukata,浴衣,yukata
keshiki,景色,scenery
shi,市,town city
ma,間(ma),time pause space
kengaku,見学,tour
miyagebanashi,土産話,trip story
to,都,prefecture for tokyo
fu,府,prefecture for kyoto
ken,県,prefecture
kantou,関東,kanto tokyo area
kansai,関西,kansai osaka area
shizen,自然,nature
senkou,専攻,major
hitotsu,一つ,one 1
futatsu,二つ,two 2
mittsu,三つ,three 3
yottsu,四つ,four 4
itsutsu,五つ,five 5
muttsu,六つ,six 6
nanatsu,七つ,seven 7
yattsu,八つ,eight 8
kokonotsu,九つ,nine 9
iroiro,色々,various
rekishi,歴史,history
jitensha,自転車,bicycle bike
sen,千,thousand 1000
man,万,ten thousand 10000
juuman,十万,one hundred thousand 100000
hyakuman,百万,one million 1000000
issenman,一千万,ten million 10000000
itsugoro,いつ頃,around when
suitou,水筒,water bottle
nuru,塗る,paint spread
suunenmae,数年前,a few years ago
totsuzen,突然,sudden suddenly
hanabi,花火,fireworks
gun,軍,army troops
mawari,周り,close area vicinity
gyouji,行事,event
dentouteki,伝統的,traditional
shitsumon,質問,question
kankei,関係,relationship relation
fukuzatsu,複雑,complicated complex
ka,課,section lesson
teinei,丁寧,polite
kaeru,変える,to change
bubun,部分,part
bunmatsu,文末,end of a sentence
arawareru,表れる,to show up appear
kanji,感じ,feeling impression
bamen,場面,scene situation
kansatsu,観察,observation
hyou,表,chart graph figure
danjo,男女,man and woman
ore,俺,i
konohenni,この辺に,around here
zuibun,随分,surprisingly considerably
moji,文字,character letter
koibito,恋人,boyfriend girlfriend
rei,例,example
hyougen,表現,expression
shouryaku,省略,omission
tanshukukei,短縮形,contracted form
kotowaru,断る,to reject decline
touchi,倒置,inversion
riyuu,理由,reason motive
joukyou,状況,situation circumstances
tokuchou,特徴,characteristic
keitai,携帯,cell phone
futsuu,普通,normal
ronbun,論文,thesis
kyoumibukai,興味深い,very interesting
au,合う,to come together
yuuutsu,憂鬱,depressed
kibou,希望,hope wish
jimaku,字幕,subtitles
shibaru,縛る,to tie
shiboru,絞る,to squeeze
kawari,代わり,substitute replacement
kanarazu,必ず,have to
baai,場合,case situation
gengo,言語,language
kaigai,海外,abroad foreign
kyuu,急,sudden abrupt
sugi,過ぎ,too much past after
densetsu,伝説,legend
chihou,地方,district countryside
gijutsu,技術,technology skill
hattatsu,発達,development growth
kaijou,会場,event site
nigaoe,似顔絵,portrait
tenjou,天井,ceiling
shujutsu,手術,surgery
jissaini,実際に,actually
katsuyaku,活躍,being active
ningen,人間,human being humans
kurasu,暮らす,to live
ke,毛,hair fur
ugokasu,動かす,to move something
doubutsu,動物,animal
daiji,大事,important
kouka,効果,effectiveness effect
noru,載る,to appear in text
nyuugaku,入学,admission to school
goukaku,合格,passing exam
oiwai,お祝い,celebration gift
saisho,最初,at first beginning
ensou,演奏,musical performance
gakushuu,学習,learning study
shokuji,食事,meal
kega,怪我,injury wound
ihan,違反,violation
mamoru,守る,to protect
mendoukusai,面倒くさい,annoying
danshi,男子,boy
joshi,女子,girl
shikashi,然し,however
zokugo,俗語,slang
ryoushi,量子,quantum
makura,枕,pillow
hako,箱,box
sakujo,削除,delete deletion
hatsubai,発売,release sale
kinenbi,記念日,anniversary
tsunagaru,繋がる,to connect
hatsu,初,first
hirou,披露,show off
fukumeru,含める,to include
kiku,聴く,to listen heartfully
nama,生,raw live
tsuika,追加,addition
henshin,返信,to reply
sanka,参加,participation
kyoku,曲,song songs
haishin,配信,livestream
kaishi,開始,start beginning
kaku,各,each
toujou,登場,entry appearance
kanchigai,勘違い,misunderstanding
tochuu,途中,on the way in the middle
sayou,作用,effect
joudan,冗談,joke
gentei,限定,limited
daku,抱く(daku),to have sex
kitsune,狐,fox
fueru,増える,to increase
wakeru,分ける,to divide split
usagi,兎,rabbit bunny
kingyo,金魚,goldfish
nigate,苦手,not good at
kuwashii,詳しい,detailed knowledgeable
naiyou,内容,content contents
kansha,感謝,gratitude thanks
hatsuon,発音,pronunciation
irai,依頼,request inquiry
minikui,醜い,ugly
nuku,抜く,pull out
furueru,震える,to shiver tremble
nigai,苦い,bitter
kurushii,苦しい,painful
onaka,お腹,stomach belly abdomen
utsubuse,うつ伏せ,lying on belly
aomuke,仰向け,lying on back
wotooshite,を通して,through
manabu,学ぶ,to learn study
gendai,現代,the modern era
otoshiyori,お年寄り,old people
shurui,種類,kind type
daihyouteki,代表的,representative
sumou,相撲,sumo wrestling
kokunai,国内,domestic
senshu,選手,athlete player
subete,全て,entirely all
kansen,観戦,watching sports
seichou,成長,growth development
kokugi,国技,national sport
rikishi,力士,sumo wrestler
dohyou,土俵,sumo ring
egao,笑顔,smiling face smile
oogoe,大声,loud voice
sakebu,叫ぶ,to shout scream
kuyashii,悔しい,frustrated regrettable
budou,武道,martial arts
doujou,道場,dojo
mukau,向かう,to go towards
otagaini,お互いに,to each other
aisatsu,挨拶,greeting greetings
sonkei,尊敬,respect
arawasu,表す,to express represent
reigitadashii,礼儀正しい,courteous polite
kayou,通う,to go regularly frequent
seishin,精神,mind spirit will
nouryoku,能力,ability
oru,折る,to break fold
utsu,打つ,to hit strike
nageru,投げる,to throw pitch
odoroku,驚く,to be surprised
teire,手入れ,maintenance
ataeru,与える,to give
seki,席,seat
yuzuru,譲る,to give up
ippanteki,一般的,general common
kaburu,被る,put on ones head
kakusu,隠す,to hide something
nagasu,流す,to flush drain
okasu,犯す,to commit a crime rape
hashi,箸,chopsticks
yakkyoku,薬局,pharmacy drugstore
kigen,期限,deadline
chi,血,blood
kigen,機嫌,mood
todokeru,届ける,to deliver
ban,版,edition
koukai,公開,release
shijou,史上,historical
renzoku,連続,continuous continuation
kaikei,会計,bill check
hanbai,販売,sale sales selling
tenpo,店舗,store
kounyuu,購入,purchase purchasing
senchaku,先着,first come first served
sumu,済む,be completed
kensaku,検索,search
choushi,調子,condition
nigiru,握る,to grip clutch
shitagi,下着,underwear
kasaneru,重ねる,to stack stuff
omoi,想い,feeling
souzou,想像,imagination
yorokobu,喜ぶ,to be delighted glad
kooru,凍る,to freeze
fuan,不安,anxiety stress
fuusen,風船,balloon
mirai,未来,future
namida,涙,tears tear
waru,割る,to divide break
sora,空,sky
katai,硬い,hard
yawarakai,柔らかい,soft
kokoro,心(kokoro),heart
jidai,時代,period generation
nami,波,wave
kyouiku,教育,education
meiwaku,迷惑,annoying troublesome
mochikaeri,持ち帰り,takeout take out
boushi,帽子,hat
shushou,主将,captain
tadoku,多読,extensive reading
obi,帯,japanese belt sash
beruto,ベルト,belt
jougekankei,上下関係,hierarchical relationship
jikai,次回,next time
jishin,自信,confidence
shinjiru,信じる,to believe in
yuuki,勇気,courage bravery
iken,意見,opinion
hatsumei,発明,invention
monogatari,物語,story tale
shitashimu,親しむ,to get familiar with
kyoukai,協会,association
shouhi,消費,consumption spending
oku,億,one hundred million
tsuzuku,続く,to continue
ryou,量,quantity amount
yaku,約,about approximately
nedan,値段,price cost
wakamono,若者,young people
tounanajia,東南アジア,southeast asia
nanbei,南米,south america
sengo,戦後,postwar post war
yatai,屋台,street stall stand
retsu,列,line queue
shouhin,商品,product goods
seikou,成功,success
kazu,数(kazu),number
kyousou,競争,competition contest
hageshii,激しい,severe intense
kokusaiteki,国際的,international
koeru,越える,to cross pass
mitsukaru,見つかる,to be found discovered
eru,得る,to obtain
tsukuridasu,作り出す,to create
suugaku,数学,math mathematics
tokui,得意,good at strong point
kokkyou,国境,country borders
konzatsu,混雑,crowded congestion
zaseki,座席,seat
marui,丸い,round circular spherical
kusai,臭い,stinky smelly
butsuri,物理,physics
urayamashii,羨ましい,jealous envious
zenkai,前回,last time
ginga,銀河,galaxy
damasu,騙す,to deceive
ika,以下,at most
teki,敵,enemy opponent
hikari,光,light
ihou,違法,illegal
nou,脳,brain
sakusen,作戦,strategy tactics
sumi,隅,corner
norikoeru,乗り越える,to overcome
kenkyo,謙虚,humble modest
houshoukin,報奨金,bounty
shuukyou,宗教,religion
kamidanomi,神頼み,praying to god
hotoke,仏,buddha
isshoukenmei,一生懸命,do ones best
kamidana,神棚,household shinto altar shelf
butsudan,仏壇,family buddhist altar
asaban,朝晩,morning and evening
ryouhou,両方,both
inoru,祈る,to pray
shintou,神道,shintoism shinto
bukkyou,仏教,buddhism
tomoni,ともに,both together
isshinkyou,一神教,monotheism
doujini,同時に,at the same time
matsuru,祭る,to deify enshrine
fushigi,不思議,mysterious 
hatsumoude,初詣,first visit to shrine
omairi,お参り,visiting a shrine or grave
omamori,お守り,good luck charm
ofuda,御札,talisman
fukou,不幸,bad luck unhappiness
koufuku,幸福,happiness
negau,願う,to hope wish
setsubun,節分,bean throwing day
mame,豆,beans bean
higan,彼岸,equinoctial week
obon,お盆,bon festival
senzo,先祖,ancestor ancestors
uyamau,敬う,to respect honor
haka,墓,grave gravesite
shinja,信者,believer follower
kazaru,飾る,to decorate
iwau,祝う,to celebrate congratulate
shiki,式,ceremony
kyoukai,教会,church
soushiki,葬式,funeral
sonzai,存在,existence being
tashinkyou,多神教,polytheism
ishi,石,stone
kamigami,神々,gods
shinwa,神話,myth mythology
tateru,建てる,to build construct
tochi,土地,land
juken,受験,taking an exam
enmusubi,縁結び,matchmaking
arawareru,現れる,to appear
ishiki,意識,consciousness awareness
ukeireru,受け入れる,to accept
ichibu,一部,a part
chousa,調査,investigation
nesshin,熱心,devoted enthusiastic
kokumin,国民,citizens citizen
akirameru,諦める,to give up
obieru,怯える,frightened
seimei,生命,life existence
unmei,運命,fate destiny
aku,悪,evil
saishin,最新,newest
kaigun,海軍,navy
kaizoku,海賊,pirate
katana,刀,sword katana
ou,王,king
yabou,野望,ambition
tatakai,戦い,fight battle
mi,実,fruit nut
kaizu,海図,ocean map
utsu,撃つ,to shoot
shuugeki,襲撃,raid attack
juugeki,銃撃,shooting
shageki,射撃,shooting
hodoku,ほどく,to untie
koukai,航海,voyage adventure
senchou,船長,ship captain
inochi,命,life
sanzoku,山賊,bandits
useru,失せる,to lose
kaizokusenin,海賊船員,pirate ship crew
koukaishi,航海士,navigator
ori,檻,cage
saifu,財布,wallet
tanomoshii,頼もしい,reliable
gyoume,行目,line
korosu,殺す,to kill
makkura,真っ暗,pitch black
yurusu,許す,to forgive
wariai,割合,proportion rate
iwa,岩,rock boulder
seiki,世紀,century
kojin,個人,personal individual
kekka,結果,results outcome
nameru,舐める,to lick
jama,邪魔,disturbance obstacle
zetsumei,絶命,desperate
tokusei,特製,special
moujuu,猛獣,beast
seishi,静止,to pause
kayui,痒い,itchy
kenka,喧嘩,fight
sukui,救い,salvation
otozureru,訪れる,to visit
umibe,海辺,seashore
mura,村,village
ryoushi,漁師,fisherman
yashinau,養う,to support someone
hama,浜,beach seashore
sawagu,騒ぐ,to make noise
kame,亀,turtle
bou,棒,stick
soko,底,bottom
moguru kuguru,潜る,to go under
rippa,立派,splendid
gochisou,ご馳走,feast treat
touzen,当然,natural obvious
kesshite,決して,in no way
yousu,様子,appearance circumstances
kemuri,煙,smoke fumes
hige,髭,beard
roujin,老人,old person elderly
tatsu,経つ,to pass
kizuguchi,傷口,wound
nerau,狙う,to aim
ken,剣,sword
ryuu,竜,dragon
koura,甲羅,shell
takara,宝,treasure
kusuru,屈する,to surrender
jissen,実践,practice
kyouka,強化,reinforced enhancement
shouki,正気,sanity
tsue,杖,staff scepter
benkai,弁解,excuse
honki,本気,serious
mayonaka,真夜中,midnight
tamesu,試す,to try
kyoufu,恐怖,fear terror
zenin,全員,everyone everybody
kagayaku,輝く,to shine sparkle
hayari,流行り,fashionable trending
wadai,話題,trending fashionable
muchuu,夢中,crazy devoted to
jishin,自身,self oneself
jikkan,実感,real feeling
nozomu,望む,to want desire
shidai,次第,depends on depending
aratana,新たな,new
mezashite,目指して,aiming for
kitai,期待,expectation expectations
deau,出遭う,to meet encounter
tomi,富,wealth fortune
meisei,名声,fame
chikara,力,power
yo,世,world
shinigiwa,死に際,on death
hanatsu,放つ,to release
hitokoto,一言,one word
zaihou,財宝,treasure
minato,港,harbor port
hodo,程,extent degree
teihaku,停泊,anchoring
taiyou,太陽,sun
ranbou,乱暴,violent
enpitsu,鉛筆,pencil
kasa,傘,umbrella
shufu,主婦,housewife homemaker
kaban,鞄,bag
kissaten,喫茶店,cafe coffee shop
keizai,経済,economics economy
kohi,珈琲,coffee
sashimi,刺身,raw seafood sashimi
isu,椅子,chair
kagi,鍵,key lock
nodo,喉,throat
nakusu,無くす,to lose
tameru,貯める,to save money
yaseru,瘦せる,to lose weight
ototoi,一昨日,day before yesterday
ototoshi,一昨年,year before last
asatte,明後日,day after tomorrow
hanbun,半分,half
shouko,証拠,evidence
yarou,野郎,guy dude
konjou,根性,guts spirit
tabi,旅,journey
kowai,恐い,scary frightening
chimeiteki,致命的,deadly fatal
juu,銃,gun
bouken,冒険,adventure
fukikomu,吹き込む,to inspire
okashira,お頭,head of something
mikata,味方,allies ally
yousuru,要する,need
yoake,夜明け,dawn
mugiwara,麦わら,straw
fuku,副,vice assisstant
ichiou,一応,for the time being
hikiiru,率いる,to lead
kakoku,苛酷,harsh severe
kiken,危険,danger risk
aikawarazu,相変わらず,as ever usual always
takarabarai,宝払い,treasure payment
kyoten,拠点,base
manuke,間抜け,stupid dumb idiot
taru,樽,barrel
kirasu,切らす,run out
men,麺,noodles
shoku,食,food
bai,倍,times a quantity
